Site Identifier,Latitude,Longitude,Demand_Index,city,suburb,address,Site_Loadshedding_Risk,Distance_to_Metro_KM,Closest_Metro,Metro_Proximity_Score,Base_Risk_Category,Adjusted_Risk_Category,Total_Weighted_Score,Final_Classification,Factor_Scores
633,-27.86,28.96,30,Phumelela Local Municipality,Phumelela Ward 7,"West Street, Phumelela Ward 7, Phumelela Local Municipality, 9890, South Africa",59,205.1199013727566,Johannesburg,0.4851545112044055,Red,Red,3.2709776628742535,Risky,"{""loadshedding"": 4.1, ""interop"": 0.8247207859281741, ""security"": 3.0, ""demand"": 3.0, ""permitting"": 4.0, ""physical"": 4.0, ""opCost"": 3.0}"
44,-33.81,25.63,30,N/A,Nelson Mandela Bay Ward 60,"Chrysler Street, Nelson Mandela Bay Ward 60, Eastern Cape, 6211, South Africa",67,16.90436137093435,Port Elizabeth,5.585231325946,Red,Red,3.31941397548668,Risky,"{""loadshedding"": 3.3, ""interop"": 3.9301746935835014, ""security"": 3.0, ""demand"": 3.0, ""permitting"": 4.0, ""physical"": 4.0, ""opCost"": 3.0}"
662,-31.04,18.27,30,Matzikama Local Municipality,Matzikama Ward 8,"N7, Matzikama Ward 8, Matzikama Local Municipality, South Africa",67,321.1115810369727,Cape Town,0.3104514270429841,Red,Red,3.0501014990879876,Risky,"{""loadshedding"": 3.3, ""interop"": 0.5637687385998451, ""security"": 3.0, ""demand"": 3.0, ""permitting"": 4.0, ""physical"": 4.0, ""opCost"": 3.0}"
2199,-34.14,18.34,30,N/A,Cape Town Ward 61,"Shrike Street, Cape Town Ward 61, Western Cape, 7976, South Africa",55,25.142214743524868,Cape Town,3.8252306080826175,Amber,Amber,4.657539994289808,Risky,"{""loadshedding"": 4.5, ""interop"": 3.2817499286225904, ""security"": 5.5, ""demand"": 3.0, ""permitting"": 6.0, ""physical"": 6.0, ""opCost"": 5.5}"
605,-28.71,26.07,30,Masilonyana Nu,N/A,"Street, Masilonyana Nu, South Africa",65,44.084306548532936,Bloemfontein,2.218066721118372,Red,Red,3.249967777840201,Risky,"{""loadshedding"": 3.5, ""interop"": 2.4370972230025165, ""security"": 3.0, ""demand"": 3.0, ""permitting"": 4.0, ""physical"": 4.0, ""opCost"": 3.0}"
3008,-23.87,28.76,30,Bakenberg,N/A,"Bakenberg, South Africa",57,215.5728335528304,Pretoria,0.4617384293289314,Amber,Amber,4.408326607582829,Risky,"{""loadshedding"": 4.3, ""interop"": 0.7915825947853579, ""security"": 5.5, ""demand"": 3.0, ""permitting"": 6.0, ""physical"": 6.0, ""opCost"": 5.5}"
1833,-29.64,31.13,30,La Mercy,N/A,"1 Jasmine Place, La Mercy, South Africa",58,26.46680771779421,Durban,3.6407580024385426,Amber,Amber,4.576037489693909,Risky,"{""loadshedding"": 4.2, ""interop"": 3.200468621173856, ""security"": 5.5, ""demand"": 3.0, ""permitting"": 6.0, ""physical"": 6.0, ""opCost"": 5.5}"
1391,-25.01,31.01,30,Thaba Chweu Local Municipality,Thaba Chweu Ward 10,"Thaba Chweu Ward 10, Thaba Chweu Local Municipality, 1270, South Africa",56,291.15213386140067,Pretoria,0.34228741949713365,Amber,Amber,4.419105595470962,Risky,"{""loadshedding"": 4.4, ""interop"": 0.6138199433870286, ""security"": 5.5, ""demand"": 3.0, ""permitting"": 6.0, ""physical"": 6.0, ""opCost"": 5.5}"
2864,-26.49,29.23,30,Trichardt,N/A,"30 Voortrekker Street, Trichardt, South Africa",67,122.06123189026965,Johannesburg,0.8126035995573917,Red,Red,3.10421438542153,Risky,"{""loadshedding"": 3.3, ""interop"": 1.2401798177691272, ""security"": 3.0, ""demand"": 3.0, ""permitting"": 4.0, ""physical"": 4.0, ""opCost"": 3.0}"
1745,-25.5,31.0,30,Mbombela,Mbombela Ward 17,"Saturn Street, Mbombela Ward 17, Mbombela, 1201, South Africa",66,279.14682618331983,Pretoria,0.3569556770011842,Red,Red,3.0809186070454464,Risky,"{""loadshedding"": 3.4000000000000004, ""interop"": 0.6364825880680824, ""security"": 3.0, ""demand"": 3.0, ""permitting"": 4.0, ""physical"": 4.0, ""opCost"": 3.0}"
5105,-26.98,20.78,30,Askham,N/A,"Askham, South Africa",52,582.5701773976264,Bloemfontein,0.17135899652367456,Amber,Amber,4.496383906258753,Risky,"{""loadshedding"": 4.8, ""interop"": 0.3297988282344172, ""security"": 5.5, ""demand"": 3.0, ""permitting"": 6.0, ""physical"": 6.0, ""opCost"": 5.5}"
1490,-25.81,26.53,30,Ditsobotla Local Municipality,Ditsobotla Ward 13,"Ditsobotla Ward 13, Ditsobotla Local Municipality, Ngaka Modiri Molema District Municipality, South Africa",64,157.83591866491696,Johannesburg,0.6295805183143856,Red,Red,3.161458541832153,Risky,"{""loadshedding"": 3.5999999999999996, ""interop"": 1.0182317729019108, ""security"": 3.0, ""demand"": 3.0, ""permitting"": 4.0, ""physical"": 4.0, ""opCost"": 3.0}"
93,-33.83,24.88,30,Hankey,N/A,"Null, Hankey, South Africa",58,69.37858300930706,Port Elizabeth,1.4208868056746142,Amber,Amber,4.467484993477097,Risky,"{""loadshedding"": 4.2, ""interop"": 1.8435624184637036, ""security"": 5.5, ""demand"": 3.0, ""permitting"": 6.0, ""physical"": 6.0, ""opCost"": 5.5}"
15621,-22.89,30.73,30,Thulamela Local Municipality,Thulamela Ward 12,"unnamed road, Thulamela Ward 12, Thulamela Local Municipality, South Africa",63,406.41207810384753,Pretoria,0.2454517314887028,Red,Red,3.1416151604925373,Risky,"{""loadshedding"": 3.7, ""interop"": 0.45768950615671905, ""security"": 3.0, ""demand"": 3.0, ""permitting"": 4.0, ""physical"": 4.0, ""opCost"": 3.0}"
940,-26.39,27.63,30,Westonaria Local Municipality,Glenharvie,"Grootkloof Street, Glenharvie, Westonaria Local Municipality, 1779, South Africa",65,46.452236840312786,Johannesburg,2.10738221543743,Red,Red,3.2441293007209007,Risky,"{""loadshedding"": 3.5, ""interop"": 2.364116259011259, ""security"": 3.0, ""demand"": 3.0, ""permitting"": 4.0, ""physical"": 4.0, ""opCost"": 3.0}"
1734,-24.96,28.54,30,Bela Bela Local Municipality,Bela-Bela Ward 4,"D1881, Bela-Bela Ward 4, Bela Bela Local Municipality, 0430, South Africa",54,93.00695827620937,Pretoria,1.0637510438980697,Amber,Amber,4.540860194404133,Risky,"{""loadshedding"": 4.6, ""interop"": 1.5107524300516681, ""security"": 5.5, ""demand"": 3.0, ""permitting"": 6.0, ""physical"": 6.0, ""opCost"": 5.5}"
1812,-26.97,29.21,30,Lekwa Local Municipality,Lekwa Ward 2,"Tsubella Street, Lekwa Ward 2, Lekwa Local Municipality, 2430, South Africa",55,143.59432523647146,Johannesburg,0.6915900733756922,Amber,Amber,4.482688393129697,Risky,"{""loadshedding"": 4.5, ""interop"": 1.096104914121213, ""security"": 5.5, ""demand"": 3.0, ""permitting"": 6.0, ""physical"": 6.0, ""opCost"": 5.5}"
168,-34.16,24.82,30,Kouga Local Municipality,Marina Glade,"Lyme Road North, Marina Glade, Kouga Local Municipality, 6312, South Africa",54,76.47043238011068,Port Elizabeth,1.290815049402944,Amber,Amber,4.558272539324922,Risky,"{""loadshedding"": 4.6, ""interop"": 1.7284067415615267, ""security"": 5.5, ""demand"": 3.0, ""permitting"": 6.0, ""physical"": 6.0, ""opCost"": 5.5}"
18228,-27.96,26.78,30,Welkom,Matjhabeng Ward 28,"Ntsonga Street, Matjhabeng Ward 28, Welkom, 9459, South Africa",61,136.70036018520952,Bloemfontein,0.7262145129141141,Red,Red,3.2460683422076,Risky,"{""loadshedding"": 3.9000000000000004, ""interop"": 1.1383542775950022, ""security"": 3.0, ""demand"": 3.0, ""permitting"": 4.0, ""physical"": 4.0, ""opCost"": 3.0}"
22301,-24.3,28.12,30,Vaalwater,N/A,"Vaalwater, South Africa",51,161.37531232715057,Pretoria,0.6158571679820513,Amber,Amber,4.57504779449486,Risky,"{""loadshedding"": 4.9, ""interop"": 1.0005974311857426, ""security"": 5.5, ""demand"": 3.0, ""permitting"": 6.0, ""physical"": 6.0, ""opCost"": 5.5}"
520,-29.76,25.43,30,Kopanong Local Municipality,Kopanong Ward 6,"unnamed road, Kopanong Ward 6, Kopanong Local Municipality, 9974, South Africa",51,106.90960211788509,Bloemfontein,0.9267015913074695,Amber,Amber,4.60439752511589,Risky,"{""loadshedding"": 4.9, ""interop"": 1.3674690639486162, ""security"": 5.5, ""demand"": 3.0, ""permitting"": 6.0, ""physical"": 6.0, ""opCost"": 5.5}"
511,-28.27,29.13,30,Harrismith,N/A,"42 Murray Street, Harrismith, South Africa",63,253.42818053298086,Johannesburg,0.3930382231658386,Red,Red,3.160296348867308,Risky,"{""loadshedding"": 3.7, ""interop"": 0.691204360841353, ""security"": 3.0, ""demand"": 3.0, ""permitting"": 4.0, ""physical"": 4.0, ""opCost"": 3.0}"
1641,-25.0,31.01,30,Thaba Chweu Local Municipality,Thaba Chweu Ward 10,"Thaba Chweu Ward 10, Thaba Chweu Local Municipality, 1270, South Africa",66,291.4784498829057,Pretoria,0.34190553198033974,Red,Red,3.079058129594004,Risky,"{""loadshedding"": 3.4000000000000004, ""interop"": 0.6132266199250527, ""security"": 3.0, ""demand"": 3.0, ""permitting"": 4.0, ""physical"": 4.0, ""opCost"": 3.0}"
1171,-26.55,24.87,30,Naledi Local Municipality,Naledi Ward 1,"Saturn Way, Naledi Ward 1, Naledi Local Municipality, 8650, South Africa",56,311.437331549842,Bloemfontein,0.32006418536463327,Amber,Amber,4.416320681948431,Risky,"{""loadshedding"": 4.4, ""interop"": 0.5790085243553824, ""security"": 5.5, ""demand"": 3.0, ""permitting"": 6.0, ""physical"": 6.0, ""opCost"": 5.5}"
612,-28.4,26.71,30,Theunissen,N/A,"59 Pres Steyn Street, Theunissen, South Africa",59,90.12083238052779,Bloemfontein,1.0974438817941445,Red,Red,3.328561593802343,Risky,"{""loadshedding"": 4.1, ""interop"": 1.5445199225292923, ""security"": 3.0, ""demand"": 3.0, ""permitting"": 4.0, ""physical"": 4.0, ""opCost"": 3.0}"
1537,-25.79,29.45,30,Steve Tshwete Local Municipality,Steve Tshwete Ward 12,"unnamed road, Steve Tshwete Ward 12, Steve Tshwete Local Municipality, 1050, South Africa",68,122.32651341185718,Pretoria,0.8108556484204112,Red,Red,3.0790534447845523,Risky,"{""loadshedding"": 3.2, ""interop"": 1.2381680598069011, ""security"": 3.0, ""demand"": 3.0, ""permitting"": 4.0, ""physical"": 4.0, ""opCost"": 3.0}"
66,-34.02,24.35,30,Kou-Kamma Local Municipality,Kou-Kamma Ward 5,"R102, Kou-Kamma Ward 5, Kou-Kamma Local Municipality, South Africa",65,116.78853898692655,Port Elizabeth,0.8489790336146293,Red,Red,3.15752885019666,Risky,"{""loadshedding"": 3.5, ""interop"": 1.2816106274582513, ""security"": 3.0, ""demand"": 3.0, ""permitting"": 4.0, ""physical"": 4.0, ""opCost"": 3.0}"
5781,-25.27,27.28,30,Mogwase,N/A,"Mogwase, South Africa",64,109.08536550734058,Pretoria,0.9083859561090517,Red,Red,3.187804180270386,Risky,"{""loadshedding"": 3.5999999999999996, ""interop"": 1.3475522533798248, ""security"": 3.0, ""demand"": 3.0, ""permitting"": 4.0, ""physical"": 4.0, ""opCost"": 3.0}"
19039,-29.19,26.81,30,Selosesha-IA,Mangaung Ward 40,"unnamed road, Mangaung Ward 40, Selosesha-IA, 9783, South Africa",49,58.827907564644526,Bloemfontein,1.6714607625538167,Amber,Amber,4.708914652325867,Risky,"{""loadshedding"": 5.1, ""interop"": 2.048933154073333, ""security"": 5.5, ""demand"": 3.0, ""permitting"": 6.0, ""physical"": 6.0, ""opCost"": 5.5}"
48,-33.5,26.82,30,Ndlambe Local Municipality,Ndlambe Ward 5,"Yellowwood Lane, Ndlambe Ward 5, Ndlambe Local Municipality, 6166, South Africa",52,122.69732312501314,Port Elizabeth,0.8084249317096075,Amber,Amber,4.568829380861848,Risky,"{""loadshedding"": 4.8, ""interop"": 1.2353672607730979, ""security"": 5.5, ""demand"": 3.0, ""permitting"": 6.0, ""physical"": 6.0, ""opCost"": 5.5}"
242,-27.0,30.0,30,Pixley Ka Seme Local Municipality,Pixley ka Seme Ward 7,"unnamed road, Pixley ka Seme Ward 7, Pixley Ka Seme Local Municipality, South Africa",57,213.36016901590102,Johannesburg,0.466504577128702,Amber,Amber,4.408869633490359,Risky,"{""loadshedding"": 4.3, ""interop"": 0.7983704186294873, ""security"": 5.5, ""demand"": 3.0, ""permitting"": 6.0, ""physical"": 6.0, ""opCost"": 5.5}"
116,-34.09,22.14,30,Klein Brakrivier,N/A,"Street, Klein Brakrivier, South Africa",54,320.52961772336965,Port Elizabeth,0.311013339013875,Amber,Amber,4.465173011930613,Risky,"{""loadshedding"": 4.6, ""interop"": 0.5646626491326652, ""security"": 5.5, ""demand"": 3.0, ""permitting"": 6.0, ""physical"": 6.0, ""opCost"": 5.5}"
842,-29.26,17.74,30,Nama Khoi Local Municipality,Nama Khoi Ward 3,"N7, Nama Khoi Ward 3, Nama Khoi Local Municipality, South Africa",67,522.7397031703758,Cape Town,0.1909345413278118,Red,Red,3.0341486170798557,Risky,"{""loadshedding"": 3.3, ""interop"": 0.36435771349820345, ""security"": 3.0, ""demand"": 3.0, ""permitting"": 4.0, ""physical"": 4.0, ""opCost"": 3.0}"
1649,-23.69,30.61,30,Ba-phalaborwa Nu,N/A,"Ba-phalaborwa Nu, South Africa",62,331.9249937233641,Pretoria,0.300367956402494,Red,Red,3.173812967277472,Risky,"{""loadshedding"": 3.8, ""interop"": 0.5476620909684062, ""security"": 3.0, ""demand"": 3.0, ""permitting"": 4.0, ""physical"": 4.0, ""opCost"": 3.0}"
1098,-28.9,21.98,30,!Kheis Local Municipality,!Kheis Ward 3,"Groblershoop Gholf Corse, Kerk Street, !Kheis Ward 3, !Kheis Local Municipality, 8850, South Africa",52,412.51547778364255,Bloemfontein,0.2418289166247883,Amber,Amber,4.506129221853987,Risky,"{""loadshedding"": 4.8, ""interop"": 0.4516152731748421, ""security"": 5.5, ""demand"": 3.0, ""permitting"": 6.0, ""physical"": 6.0, ""opCost"": 5.5}"
260,-30.32,29.45,30,Greater Kokstad Local Municipality,Greater Kokstad Ward 2,"unnamed road, Greater Kokstad Ward 2, Greater Kokstad Local Municipality, South Africa",51,159.68479465973846,Durban,0.6223364208900858,Amber,Amber,4.575715342463606,Risky,"{""loadshedding"": 4.9, ""interop"": 1.0089417807950671, ""security"": 5.5, ""demand"": 3.0, ""permitting"": 6.0, ""physical"": 6.0, ""opCost"": 5.5}"
6110,-28.74,19.3,30,Onseepkans,N/A,"Viljoens Street, Onseepkans, South Africa",57,582.4972034951991,Cape Town,0.17138042719140947,Amber,Amber,4.371386958167139,Risky,"{""loadshedding"": 4.3, ""interop"": 0.32983697708923687, ""security"": 5.5, ""demand"": 3.0, ""permitting"": 6.0, ""physical"": 6.0, ""opCost"": 5.5}"
42,-33.55,25.69,30,Addo,N/A,"Addo, South Africa",49,46.28184127107456,Port Elizabeth,2.1149768560552364,Amber,Amber,4.734536504827924,Risky,"{""loadshedding"": 5.1, ""interop"": 2.369206310349047, ""security"": 5.5, ""demand"": 3.0, ""permitting"": 6.0, ""physical"": 6.0, ""opCost"": 5.5}"
169,-33.97,23.88,30,Stormsrivier,N/A,"64 Null, Stormsrivier, South Africa",57,159.98747918162564,Port Elizabeth,0.6211663199420637,Amber,Amber,4.425594986155819,Risky,"{""loadshedding"": 4.3, ""interop"": 1.0074373269477284, ""security"": 5.5, ""demand"": 3.0, ""permitting"": 6.0, ""physical"": 6.0, ""opCost"": 5.5}"
117,-33.54,27.04,30,Ndlambe Local Municipality,Kleinemonde,"unnamed road, Kleinemonde, Ndlambe Local Municipality, South Africa",63,139.85167585020727,Port Elizabeth,0.7099667036006575,Red,Red,3.1944907971723655,Risky,"{""loadshedding"": 3.7, ""interop"": 1.1186349646545677, ""security"": 3.0, ""demand"": 3.0, ""permitting"": 4.0, ""physical"": 4.0, ""opCost"": 3.0}"
496,-29.75,25.32,30,Fauresmith,N/A,"5 Voortrekker Street, Fauresmith, South Africa",68,114.02159293703363,Bloemfontein,0.8694019744166044,Red,Red,3.084361285005132,Risky,"{""loadshedding"": 3.2, ""interop"": 1.3045160625641519, ""security"": 3.0, ""demand"": 3.0, ""permitting"": 4.0, ""physical"": 4.0, ""opCost"": 3.0}"
1798,-29.68,30.03,30,Impendle Local Municipality,Impendle Ward 4,"Boston T Party, L215, Impendle Ward 4, Impendle Local Municipality, South Africa",49,97.76934889462834,Durban,1.0124598483147296,Amber,Amber,4.661661938808935,Risky,"{""loadshedding"": 5.1, ""interop"": 1.4582742351116853, ""security"": 5.5, ""demand"": 3.0, ""permitting"": 6.0, ""physical"": 6.0, ""opCost"": 5.5}"
179,-33.99,23.98,30,Kou-kamma Nu,N/A,"Null, Kou-kamma Nu, South Africa",60,150.77838134283357,Port Elizabeth,0.6588553594739047,Red,Red,3.2644286783965226,Risky,"{""loadshedding"": 4.0, ""interop"": 1.0553584799565368, ""security"": 3.0, ""demand"": 3.0, ""permitting"": 4.0, ""physical"": 4.0, ""opCost"": 3.0}"
297,-27.01,32.0,30,Nkungwini,N/A,"Nkungwini, South Africa",61,330.8816753721164,Durban,0.30131220679140175,Red,Red,3.1989340530344847,Risky,"{""loadshedding"": 3.9000000000000004, ""interop"": 0.549175662931058, ""security"": 3.0, ""demand"": 3.0, ""permitting"": 4.0, ""physical"": 4.0, ""opCost"": 3.0}"
459,-30.97,27.6,30,Barkly East,N/A,"37 Null, Barkly East, South Africa",54,248.32505357281755,Bloemfontein,0.4010828377132751,Amber,Amber,4.476256901123886,Risky,"{""loadshedding"": 4.6, ""interop"": 0.7032112640485746, ""security"": 5.5, ""demand"": 3.0, ""permitting"": 6.0, ""physical"": 6.0, ""opCost"": 5.5}"
1804,-30.39,29.04,30,Matatiele Local Municipality,Matatiele Ward 26,"unnamed road, Matatiele Ward 26, Matatiele Local Municipality, South Africa",61,199.5451990847157,Durban,0.49864070771276503,Red,Red,3.222485599891959,Risky,"{""loadshedding"": 3.9000000000000004, ""interop"": 0.843569998649486, ""security"": 3.0, ""demand"": 3.0, ""permitting"": 4.0, ""physical"": 4.0, ""opCost"": 3.0}"
1283,-31.56,26.55,30,Inkwanca Local Municipality,Inkwanca Ward 2,"unnamed road, Inkwanca Ward 2, Inkwanca Local Municipality, South Africa",65,277.0423521326877,Bloemfontein,0.35965743791534993,Red,Red,3.1062504090765515,Risky,"{""loadshedding"": 3.5, ""interop"": 0.6406301134568954, ""security"": 3.0, ""demand"": 3.0, ""permitting"": 4.0, ""physical"": 4.0, ""opCost"": 3.0}"
736,-34.42,19.24,30,Hermanus,N/A,"97 Main Road, Hermanus, South Africa",51,93.08468084970043,Cape Town,1.062872287994995,Amber,Amber,4.615789149454924,Risky,"{""loadshedding"": 4.9, ""interop"": 1.5098643681865478, ""security"": 5.5, ""demand"": 3.0, ""permitting"": 6.0, ""physical"": 6.0, ""opCost"": 5.5}"
540,-28.73,24.71,30,Sol Plaatje Local Municipality,Sol Plaatje Ward 31,"Tebogo Kock Street, Sol Plaatje Ward 31, Sol Plaatje Local Municipality, 8345, South Africa",63,151.84847706560186,Bloemfontein,0.6542426978652883,Red,Red,3.188964187334423,Risky,"{""loadshedding"": 3.7, ""interop"": 1.0495523416802846, ""security"": 3.0, ""demand"": 3.0, ""permitting"": 4.0, ""physical"": 4.0, ""opCost"": 3.0}"
425,-30.21,30.8,30,Umkomaas,Widenham,"R102, Widenham, Umkomaas, 4170, South Africa",49,44.51719490263617,Durban,2.1969719402503953,Amber,Amber,4.738870700913937,Risky,"{""loadshedding"": 5.1, ""interop"": 2.4233837614242146, ""security"": 5.5, ""demand"": 3.0, ""permitting"": 6.0, ""physical"": 6.0, ""opCost"": 5.5}"
248,-27.99,30.72,30,Mondlo,N/A,"560 Nzima Street, Mondlo, South Africa",56,209.85533975999127,Durban,0.47425879806423804,Amber,Amber,4.4347493421598,Risky,"{""loadshedding"": 4.4, ""interop"": 0.8093667769974959, ""security"": 5.5, ""demand"": 3.0, ""permitting"": 6.0, ""physical"": 6.0, ""opCost"": 5.5}"
1317,-24.01,31.0,30,Ba-Phalaborwa Local Municipality,Ba-Phalaborwa Ward 10,"Ba-Phalaborwa Ward 10, Ba-Phalaborwa Local Municipality, Mopani District Municipality, South Africa",63,339.7790578325922,Pretoria,0.29344526226469303,Red,Red,3.1479225424695594,Risky,"{""loadshedding"": 3.7, ""interop"": 0.5365317808694909, ""security"": 3.0, ""demand"": 3.0, ""permitting"": 4.0, ""physical"": 4.0, ""opCost"": 3.0}"
2325,-34.39,20.84,30,George,Oysterbeds,"Elize Bruwer, Moodie Street, Oysterbeds, George, 6666, South Africa",65,228.225717503914,Cape Town,0.4362512247269659,Red,Red,3.1153923627545987,Risky,"{""loadshedding"": 3.5, ""interop"": 0.7549045344324838, ""security"": 3.0, ""demand"": 3.0, ""permitting"": 4.0, ""physical"": 4.0, ""opCost"": 3.0}"
772,-33.22,20.58,30,Laingsburg Local Municipality,Laingsburg Ward 2,"unnamed road, Laingsburg Ward 2, Laingsburg Local Municipality, South Africa",61,214.55876190549196,Cape Town,0.4639106251864783,Red,Red,3.2185743136289586,Risky,"{""loadshedding"": 3.9000000000000004, ""interop"": 0.7946789203619788, ""security"": 3.0, ""demand"": 3.0, ""permitting"": 4.0, ""physical"": 4.0, ""opCost"": 3.0}"
967,-25.98,27.79,30,Mogale City Nu,N/A,"Mogale City Nu, South Africa",49,35.79333596839201,Johannesburg,2.7178834799298124,Amber,Amber,4.764051192811605,Risky,"{""loadshedding"": 5.1, ""interop"": 2.7381399101450676, ""security"": 5.5, ""demand"": 3.0, ""permitting"": 6.0, ""physical"": 6.0, ""opCost"": 5.5}"
619,-28.37,29.38,30,Maluti-a-Phofung Local Municipality,Maluti-a-Phofung Ward 22,"unnamed road, Maluti-a-Phofung Ward 22, Maluti-a-Phofung Local Municipality, South Africa",52,229.86326617502493,Durban,0.4331568276617327,Amber,Amber,4.530032577242095,Risky,"{""loadshedding"": 4.8, ""interop"": 0.7504072155261954, ""security"": 5.5, ""demand"": 3.0, ""permitting"": 6.0, ""physical"": 6.0, ""opCost"": 5.5}"
1912,-27.55,28.52,30,Tweeling,N/A,"8 3rd Street, Tweeling, South Africa",59,156.8286482743655,Johannesburg,0.6335985329238988,Red,Red,3.286869341990382,Risky,"{""loadshedding"": 4.1, ""interop"": 1.0233667748797752, ""security"": 3.0, ""demand"": 3.0, ""permitting"": 4.0, ""physical"": 4.0, ""opCost"": 3.0}"
1948,-34.36,18.89,30,Betty's Bay,N/A,"4705 Oxalis Road, Betty's Bay, South Africa",58,64.64597682608739,Cape Town,1.5233225985032564,Amber,Amber,4.474398156591071,Risky,"{""loadshedding"": 4.2, ""interop"": 1.929976957388381, ""security"": 5.5, ""demand"": 3.0, ""permitting"": 6.0, ""physical"": 6.0, ""opCost"": 5.5}"
212,-28.0,31.39,30,Godlankomo,N/A,"Godlankomo, South Africa",51,209.76080271742657,Durban,0.47447152748831123,Amber,Amber,4.5597734108404335,Risky,"{""loadshedding"": 4.9, ""interop"": 0.8096676355054193, ""security"": 5.5, ""demand"": 3.0, ""permitting"": 6.0, ""physical"": 6.0, ""opCost"": 5.5}"
1885,-27.29,27.97,30,Ngwathe Local Municipality,Ngwathe Ward 3,"Pierce Street, Ngwathe Ward 3, Ngwathe Local Municipality, 9650, South Africa",50,120.99027791620964,Johannesburg,0.8197374553789123,Amber,Amber,4.619869621861828,Risky,"{""loadshedding"": 5.0, ""interop"": 1.2483702732728543, ""security"": 5.5, ""demand"": 3.0, ""permitting"": 6.0, ""physical"": 6.0, ""opCost"": 5.5}"
4985,-27.01,29.87,30,Pixley Ka Seme Local Municipality,Pixley ka Seme Ward 7,"Kort Street, Pixley ka Seme Ward 7, Pixley Ka Seme Local Municipality, South Africa",55,202.15445883446142,Johannesburg,0.49223630420774617,Amber,Amber,4.461771201331043,Risky,"{""loadshedding"": 4.5, ""interop"": 0.8346400166380352, ""security"": 5.5, ""demand"": 3.0, ""permitting"": 6.0, ""physical"": 6.0, ""opCost"": 5.5}"
131,-33.76,23.5,30,Kou-Kamma Local Municipality,Kou-Kamma Ward 1,"unnamed road, Kou-Kamma Ward 1, Kou-Kamma Local Municipality, South Africa",61,196.54894813338126,Port Elizabeth,0.5062036570930356,Red,Red,3.223325311009993,Risky,"{""loadshedding"": 3.9000000000000004, ""interop"": 0.8540663876249065, ""security"": 3.0, ""demand"": 3.0, ""permitting"": 4.0, ""physical"": 4.0, ""opCost"": 3.0}"
1133,-29.41,22.11,30,Siyathemba Local Municipality,Siyathemba Ward 3,"unnamed road, Siyathemba Ward 3, Siyathemba Local Municipality, South Africa",56,400.0031781627884,Bloemfontein,0.24937458216205138,Amber,Amber,4.407139752408797,Risky,"{""loadshedding"": 4.4, ""interop"": 0.4642469051099693, ""security"": 5.5, ""demand"": 3.0, ""permitting"": 6.0, ""physical"": 6.0, ""opCost"": 5.5}"
17876,-31.44,22.36,30,Ubuntu Local Municipality,Ubuntu Ward 3,"Ubuntu Ward 3, Ubuntu Local Municipality, 6985, South Africa",68,413.91379409867363,Port Elizabeth,0.24101392005351907,Red,Red,3.016019708685838,Risky,"{""loadshedding"": 3.2, ""interop"": 0.45024635857297823, ""security"": 3.0, ""demand"": 3.0, ""permitting"": 4.0, ""physical"": 4.0, ""opCost"": 3.0}"
6560,-32.97,27.9,30,East London,Cambridge,"Two Rivers Drive, Cambridge, East London, 5247, South Africa",62,238.92383787666586,Port Elizabeth,0.4167989345494112,Red,Red,3.1881176433227,Risky,"{""loadshedding"": 3.8, ""interop"": 0.7264705415337557, ""security"": 3.0, ""demand"": 3.0, ""permitting"": 4.0, ""physical"": 4.0, ""opCost"": 3.0}"
5803,-25.3,26.7,30,Moses Kotane Nu,N/A,"Moses Kotane Nu, South Africa",52,161.33270810936955,Pretoria,0.6160187996902405,Amber,Amber,4.550064479703952,Risky,"{""loadshedding"": 4.8, ""interop"": 1.0008059962993996, ""security"": 5.5, ""demand"": 3.0, ""permitting"": 6.0, ""physical"": 6.0, ""opCost"": 5.5}"
5103,-29.75,24.79,30,Letsemeng Local Municipality,Relebohile,"unnamed road, Relebohile, Letsemeng Local Municipality, South Africa",66,156.68057969370594,Bloemfontein,0.6341935081304857,Red,Red,3.111930086109436,Risky,"{""loadshedding"": 3.4000000000000004, ""interop"": 1.0241260763679532, ""security"": 3.0, ""demand"": 3.0, ""permitting"": 4.0, ""physical"": 4.0, ""opCost"": 3.0}"
970,-26.29,28.39,30,Kwa-thema,N/A,"151 More Street, Kwa-thema, South Africa",65,35.4871494517046,Johannesburg,2.7406909419537624,Red,Red,3.2750713856300653,Risky,"{""loadshedding"": 3.5, ""interop"": 2.750892320375819, ""security"": 3.0, ""demand"": 3.0, ""permitting"": 4.0, ""physical"": 4.0, ""opCost"": 3.0}"
15620,-22.87,30.75,30,Tshikonelo,N/A,"Tshikonelo, South Africa",64,409.4262887880999,Pretoria,0.24364911003941386,Red,Red,3.116373546604434,Risky,"{""loadshedding"": 3.5999999999999996, ""interop"": 0.4546693325554243, ""security"": 3.0, ""demand"": 3.0, ""permitting"": 4.0, ""physical"": 4.0, ""opCost"": 3.0}"
1424,-25.71,28.38,30,Mamelodi,N/A,"33 Madevu Street, Mamelodi, South Africa",52,15.672957835352644,Pretoria,5.997736033852624,Amber,Amber,4.794549065186941,Risky,"{""loadshedding"": 4.8, ""interop"": 4.056863314836757, ""security"": 5.5, ""demand"": 3.0, ""permitting"": 6.0, ""physical"": 6.0, ""opCost"": 5.5}"
