Site Identifier,Site Type,LAT Trimmed,LON Trimmed,Formatted_Address,City,Suburb,Postcode
5920,Openserve Property,-26.86,26.42,"Matlosana Nu, South Africa",Matlosana Nu,N/A,
1502,Openserve Property,-24.73,30.21,"R555, Greater Tubatse Ward 31, Greater Tubatse Local Municipality, 1133, South Africa",Greater Tubatse Local Municipality,Greater Tubatse Ward 31,1133
697,Openserve Property,-32.18,18.89,"2 Robertson Street, Clanwilliam, South Africa",Clanwilliam,N/A,
2422,Openserve Property,-29.41,26.44,"Mangaung Nu, South Africa",Mangaung Nu,N/A,
11798,Openserve Property,-25.39,27.01,"29 Unknown Street, Phatsima B, South Africa",Phatsima B,N/A,
9948,Openserve Property,-31.31,28.76,"Null Street, Tsolo, South Africa",Tsolo,N/A,
785,Openserve Property,-34.47,19.9,"26 Eskom Street, Napier, South Africa",Napier,N/A,
5904,Openserve Property,-26.73,27.1,"226 Rivier Street, Potchefstroom, South Africa",Potchefstroom,N/A,
256,Openserve Property,-30.51,29.85,"Street, Rawuka, South Africa",Rawuka,N/A,
6149,Openserve Property,-26,28.17,"Camelia Street, Johannesburg Ward 111, Gauteng, 1685, South Africa",N/A,Johannesburg Ward 111,1685
1025,Openserve Property,-26.09,27.87,"Peter Road, Johannesburg Ward 97, Roodepoort, 1724, South Africa",Roodepoort,Johannesburg Ward 97,1724
2230,Openserve Property,-34.8,20.05,"63 Main Road, Struisbaai, South Africa",Struisbaai,N/A,
1401,Openserve Property,-25.86,26.9,"51 Rand Street, Koster, South Africa",Koster,N/A,
1592,Openserve Property,-24.73,26.81,"6 Hardekool, Dwaalboom, South Africa",Dwaalboom,N/A,
17275,Openserve Property,-31.97,29.15,"Kujonga, South Africa",Kujonga,N/A,
2234,Openserve Property,-31.61,18.73,"Vanrhynsdorp, South Africa",Vanrhynsdorp,N/A,
1813,Openserve Property,-29.65,30.3,"unnamed road, Dambuza, Msunduzi Local Municipality, 3217, South Africa",Msunduzi Local Municipality,Dambuza,3217
94,Openserve Property,-34.04,23.24,"N2, Bitou Ward 7, George, 6604, South Africa",George,Bitou Ward 7,6604
7867,Openserve Property,-32.68,27.15,"Null, Keiskammahoek, South Africa",Keiskammahoek,N/A,
151,Openserve Property,-32.58,25.14,"Buitekant Street, Vaalblok, Blue Crane Route Local Municipality, 5860, South Africa",Blue Crane Route Local Municipality,Vaalblok,5860
655,Openserve Property,-33.9,20.72,"Bain Street, Barrydale, South Africa",Barrydale,N/A,
667,Openserve Property,-34.23,19.21,"unnamed road, Vredendal, Theewaterskloof Local Municipality, South Africa",Theewaterskloof Local Municipality,Vredendal,N/A
2245,Openserve Property,-33.41,19.2,"43 Merriman Street, Wolseley, South Africa",Wolseley,N/A,
6408,Openserve Property,-30.26,29.94,"Main Street, Umzimkhulu Ward 16, Umzimkhulu Local Municipality, 3297, South Africa",Umzimkhulu Local Municipality,Umzimkhulu Ward 16,3297
1893,Openserve Property,-28.58,28.83,"Street, Ha-sethunya, South Africa",Ha-sethunya,N/A,
13566,Openserve Property,-26,25.02,"Ratlou Ward 4, Ratlou Local Municipality, Ngaka Modiri Molema District Municipality, South Africa",Ratlou Local Municipality,Ratlou Ward 4,N/A
15,Openserve Property,-27.75,24.81,"unnamed road, Phokwane Ward 6, Phokwane Local Municipality, 8570, South Africa",Phokwane Local Municipality,Phokwane Ward 6,8570
25933,Openserve Property,-25.52,29.67,"unnamed road, Emakhazeni Ward 2, Emakhazeni Local Municipality, South Africa",Emakhazeni Local Municipality,Emakhazeni Ward 2,N/A
28,Openserve Property,-26.15,25.42,"unnamed road, Ratlou Ward 11, Ratlou Local Municipality, South Africa",Ratlou Local Municipality,Ratlou Ward 11,N/A
310,Openserve Property,-28.56,29.78,"41 Queen Street, Ladysmith, South Africa",Ladysmith,N/A,
1330,Openserve Property,-26.33,26.32,"OK Value, Voortrekker Street, Ditsobotla Ward 16, Ditsobotla Local Municipality, 2725, South Africa",Ditsobotla Local Municipality,Ditsobotla Ward 16,2725
4415,Openserve Property,-26.38,28.13,"Wolseley Street, Greenfields, Gauteng, 3521, South Africa",N/A,Greenfields,3521
109,Openserve Property,-33.68,26.67,"Kenton On Sea, South Africa",Kenton On Sea,N/A,
1582,Openserve Property,-26.36,28.79,"unnamed road, Lesedi Ward 13, Lesedi Local Municipality, 2260, South Africa",Lesedi Local Municipality,Lesedi Ward 13,2260
1985,Openserve Property,-26.46,27.87,"Orange Farm, South Africa",Orange Farm,N/A,
52,Openserve Property,-33.88,25.52,"Harebell Street, Nelson Mandela Bay Ward 35, Bethelsdorp, 6059, South Africa",Bethelsdorp,Nelson Mandela Bay Ward 35,6059
2165,Openserve Property,-33.91,18.85,"5 Carriem Street, Cloetesville, South Africa",Cloetesville,N/A,
2235,Openserve Property,-32.78,18.17,"28 Church Street, Velddrif, South Africa",Velddrif,N/A,
2103,Openserve Property,-33.33,19.32,"Joseph Kruger Street, Witzenberg Ward 6, Witzenberg Local Municipality, 6835, South Africa",Witzenberg Local Municipality,Witzenberg Ward 6,6835
1914,Openserve Property,-27.21,26.95,"Church Street, Moqhaka Ward 25, Moqhaka Local Municipality, South Africa",Moqhaka Local Municipality,Moqhaka Ward 25,N/A
21219,Openserve Property,-31.64,27.26,"Emalahleni Ward 5, Emalahleni Local Municipality, Chris Hani District Municipality, South Africa",Emalahleni Local Municipality,Emalahleni Ward 5,N/A
1312,Openserve Property,-26.39,25.9,"Biesiesvlei, South Africa",Biesiesvlei,N/A,
364,Openserve Property,-29.36,29.99,"unnamed road, uMngeni Ward 3, uMgeni Local Municipality, South Africa",uMgeni Local Municipality,uMngeni Ward 3,N/A
174,Openserve Property,-33.86,25.6,"unnamed road, Nelson Mandela Bay Ward 60, Eastern Cape, 6209, South Africa",N/A,Nelson Mandela Bay Ward 60,6209
2254,Openserve Property,-34.2,21.59,"Street, Albertinia, South Africa",Albertinia,N/A,
229,Openserve Property,-29.93,29.88,"D731, Ingwe Ward 5, Ingwe Local Municipality, South Africa",Ingwe Local Municipality,Ingwe Ward 5,N/A
5970,Openserve Property,-32,27.58,"Null Street, Cofimvaba, South Africa",Cofimvaba,N/A,
1809,Openserve Property,-29.01,30.01,"Umtshezi Ward 9, Umtshezi Local Municipality, Uthukela District Municipality, South Africa",Umtshezi Local Municipality,Umtshezi Ward 9,N/A
780,Openserve Property,-33.15,18.66,"53 Tuin Street, Moorreesburg, South Africa",Moorreesburg,N/A,
12952,Openserve Property,-30,28.01,No result found,No result found,No result found,No result found
1199,Openserve Property,-32.7,26.3,"Mthathi Street, Lingelethu, South Africa",Lingelethu,N/A,
11660,Openserve Property,-30.87,29.82,"unnamed road, Mbizana Ward 7, Mbizana Local Municipality, 4800, South Africa",Mbizana Local Municipality,Mbizana Ward 7,4800
1661,Openserve Property,-25.01,28.01,"unnamed road, Mnukubyane, Moretele Local Municipality, South Africa",Moretele Local Municipality,Mnukubyane,N/A
2229,Openserve Property,-34.37,21.41,"6 Keerom Avenue, Still Bay, South Africa",Still Bay,N/A,
161,Openserve Property,-33.75,25.38,"3 Wahab Tiry Street, Uitenhage, South Africa",Uitenhage,N/A,
9734,Openserve Property,-28.48,28.85,"Street, Phuthaditjhaba, South Africa",Phuthaditjhaba,N/A,
614,Openserve Property,-30.03,25.78,"Abel Street, Madikgetla, Kopanong Local Municipality, 9913, South Africa",Kopanong Local Municipality,Madikgetla,9913
7868,Openserve Property,-31.68,28,"unnamed road, Engcobo Ward 11, Engcobo Local Municipality, South Africa",Engcobo Local Municipality,Engcobo Ward 11,N/A
4298,Openserve Property,-28,26.01,"Tswelopele Nu, South Africa",Tswelopele Nu,N/A,
1895,Openserve Property,-29.27,26.69,"65 Street, Botshabelo, South Africa",Botshabelo,N/A,
1454,Openserve Property,-24.88,30.75,"Thaba Chweu Ward 13, Thaba Chweu Local Municipality, 1290, South Africa",Thaba Chweu Local Municipality,Thaba Chweu Ward 13,1290
243,Openserve Property,-24.73,31.21,"Thulamahashe, South Africa",Thulamahashe,N/A,
2241,Openserve Property,-33.97,18.85,"unnamed road, Paradyskloof, Stellenbosch Local Municipality, 7487, South Africa",Stellenbosch Local Municipality,Paradyskloof,7487
2212,Openserve Property,-34.41,19.17,"Douglas Street, Overstrand Ward 13, Overstrand Local Municipality, 7201, South Africa",Overstrand Local Municipality,Overstrand Ward 13,7201
1075,Openserve Property,-30.97,22.13,"Carnarvon Magistrate's Court, Hanau, Die Bult, Kareeberg Local Municipality, 8925, South Africa",Kareeberg Local Municipality,Die Bult,8925
1883,Openserve Property,-27.01,28.01,"Metsimaholo Ward 20, Metsimaholo Local Municipality, 2008, South Africa",Metsimaholo Local Municipality,Metsimaholo Ward 20,2008
329,Openserve Property,-27.48,32.58,"unnamed road, uMhlabuyalingana Ward 2, uMhlabuyalingana Local Municipality, South Africa",uMhlabuyalingana Local Municipality,uMhlabuyalingana Ward 2,N/A
959,Openserve Property,-26.16,27.79,"Msidi Drive, Mogale City Ward 8, Krugersdorp, 1754, South Africa",Krugersdorp,Mogale City Ward 8,1754
325,Openserve Property,-29.16,31.07,"Nyamazane, South Africa",Nyamazane,N/A,
1153,Openserve Property,-29.13,19.4,"unnamed road, Khâi-Ma Ward 4, Khâi-Ma Local Municipality, 8890, South Africa",Khâi-Ma Local Municipality,Khâi-Ma Ward 4,8890
319,Openserve Property,-27.01,31,No result found,No result found,No result found,No result found
1892,Openserve Property,-27.68,29.56,"unnamed road, Phumelela Ward 1, Phumelela Local Municipality, South Africa",Phumelela Local Municipality,Phumelela Ward 1,N/A
932,Openserve Property,-26.29,28.59,"Street, Viskuil, South Africa",Viskuil,N/A,
313,Openserve Property,-27.77,29.91,"Carringtonweg, Lennoxton, Newcastle Local Municipality, 2940, South Africa",Newcastle Local Municipality,Lennoxton,2940
2630,Openserve Property,-29.35,26.21,"N6, Mangaung Ward 18, Free State, South Africa",N/A,Mangaung Ward 18,N/A
746,Openserve Property,-34.34,19.03,"28 Main Road, Kleinmond, South Africa",Kleinmond,N/A,
58,Openserve Property,-33.6,22.24,"3rd Avenue, Oudtshoorn Local Municipality, George, 6625, South Africa",George,N/A,6625
6327,Openserve Property,-25.77,27.85,"unnamed road, Madibeng Ward 29, Madibeng Local Municipality, 0216, South Africa",Madibeng Local Municipality,Madibeng Ward 29,0216
388,Openserve Property,-31.05,30.22,"Boundary Road, Hibiscus Coast Ward 1, Hibiscus Coast Local Municipality, 4295, South Africa",Hibiscus Coast Local Municipality,Hibiscus Coast Ward 1,4295
308,Openserve Property,-28.6,32.09,"unnamed road, KwaMbonambi, uMfolozi Local Municipality, South Africa",uMfolozi Local Municipality,KwaMbonambi,N/A
1445,Openserve Property,-26.05,29.05,"Ogies, South Africa",Ogies,N/A,
3862,Openserve Property,-24.99,31.24,"Nhongo Street, Bushbuckridge Ward 1, Mkhuhlu, 1246, South Africa",Mkhuhlu,Bushbuckridge Ward 1,1246
6124,Openserve Property,-30.26,25.27,"Philippolis, South Africa",Philippolis,N/A,
586,Openserve Property,-27.92,26.8,"14 Europa Street, Riebeeckstad, South Africa",Riebeeckstad,N/A,
225,Openserve Property,-28.01,30.01,"Dannhauser Ward 1, Dannhauser Local Municipality, Amajuba District Municipality, South Africa",Dannhauser Local Municipality,Dannhauser Ward 1,N/A
991,Openserve Property,-26.01,27.86,"Rietfontein, South Africa",Rietfontein,N/A,
4572,Openserve Property,-24.17,30.4,"Street, Maruleng Nu, South Africa",Maruleng Nu,N/A,
719,Openserve Property,-30.56,17.99,"unnamed road, Kamiesberg Ward 2, Kamiesberg Local Municipality, South Africa",Kamiesberg Local Municipality,Kamiesberg Ward 2,N/A
16548,Openserve Property,-26.18,27.79,"17395 Blouberg Street, Kagiso, South Africa",Kagiso,N/A,
498,Openserve Property,-29.16,26.18,"33 Annie Pretorius Street, Bloemfontein, South Africa",Bloemfontein,N/A,
11903,Openserve Property,-31.7,27.23,"unnamed road, Emalahleni Ward 5, Emalahleni Local Municipality, 5410, South Africa",Emalahleni Local Municipality,Emalahleni Ward 5,5410
1348,Openserve Property,-26.9,26.39,"Street, Dominionville, South Africa",Dominionville,N/A,
268,Openserve Property,-29.06,30.6,"Linum Place, Umvoti Ward 9, Umvoti Local Municipality, 3250, South Africa",Umvoti Local Municipality,Umvoti Ward 9,3250
929,Openserve Property,-26.09,27.68,"unnamed road, Mogale City Ward 30, Krugersdorp, South Africa",Krugersdorp,Mogale City Ward 30,N/A
1581,Openserve Property,-26.89,28.1,"32 Voortrekker Street, Deneysville, South Africa",Deneysville,N/A,
1059,Openserve Property,-27.33,23.5,"Ga-Segonyana Ward 12, Ga-Segonyana Local Municipality, John Taolo Gaetsewe District Municipality, South Africa",Ga-Segonyana Local Municipality,Ga-Segonyana Ward 12,N/A
1326,Openserve Property,-24.68,30.33,"13 Justisie Street, Burgersfort, South Africa",Burgersfort,N/A,
1419,Openserve Property,-26,27.55,"37 Park Street, Magaliesburg, South Africa",Magaliesburg,N/A,
1294,Openserve Property,-31.19,28.23,"271 Null, Ugie, South Africa",Ugie,N/A,
1792,Openserve Property,-30.68,30.51,"4A Fiddlewood Lane, Port Shepstone, South Africa",Port Shepstone,N/A,
1737,Openserve Property,-25.49,30.97,"Edith Street, Sonheuwel, Mbombela, 1212, South Africa",Mbombela,Sonheuwel,1212
158,Openserve Property,-33.84,25.55,"20 Kurland Road, Port Elizaberth, South Africa",Port Elizaberth,N/A,
920,Openserve Property,-26.22,27.87,"Ludirile Lower Primary School, Sebege Street, Mofolo North, Soweto, 1875, South Africa",Soweto,Mofolo North,1875
133,Openserve Property,-34,22.37,"Moerasrivier, George Nu, South Africa",George Nu,N/A,
223,Openserve Property,-29.74,30.84,"48 Debengeni Road, Waterfall, South Africa",Waterfall,N/A,
759,Openserve Property,-33.2,20.86,"Laingsburg, South Africa",Laingsburg,N/A,
1245,Openserve Property,-32.68,28.38,"unnamed road, Kei Mouth, Great Kei Local Municipality, 5292, South Africa",Great Kei Local Municipality,Kei Mouth,5292
82,Openserve Property,-32.79,26.62,"R67, Newtown, Nkonkobe Local Municipality, 5720, South Africa",Nkonkobe Local Municipality,Newtown,5720
735,Openserve Property,-34.09,20.96,"12 Reitz Street, Heidelberg, South Africa",Heidelberg,N/A,
74,Openserve Property,-33.49,22.54,"De Rust, South Africa",De Rust,N/A,
1694,Openserve Property,-26.99,28.21,"Pretorius Street, Oranjeville, Metsimaholo Local Municipality, South Africa",Metsimaholo Local Municipality,Oranjeville,N/A
2133,Openserve Property,-31.47,19.78,"7 Strauss Avenue, Calvinia, South Africa",Calvinia,N/A,
713,Openserve Property,-32.31,18.35,"4 Malgas Street, Elands Bay, South Africa",Elands Bay,N/A,
11499,Openserve Property,-25.89,25.62,"Magogoe Tlhabologo, South Africa",Magogoe Tlhabologo,N/A,
5133,Openserve Property,-29.58,26.66,"Dewetsdorp, South Africa",Dewetsdorp,N/A,
819,Openserve Property,-34.15,19.91,"Klip Street, Theewaterskloof Ward 1, Theewaterskloof Local Municipality, 7250, South Africa",Theewaterskloof Local Municipality,Theewaterskloof Ward 1,7250
535,Openserve Property,-27.11,27.65,"unnamed road, Ngwathe Ward 18, Ngwathe Local Municipality, South Africa",Ngwathe Local Municipality,Ngwathe Ward 18,N/A
32,Openserve Property,-28.33,23.06,"12 Sarie Mare Street, Postmansburg, South Africa",Postmansburg,N/A,
1238,Openserve Property,-31.47,27.34,"Fletcher Street, Indwe, South Africa",Indwe,N/A,
2189,Openserve Property,-34.39,19.14,"Protea Road, Overstrand Ward 8, Overstrand Local Municipality, 7202, South Africa",Overstrand Local Municipality,Overstrand Ward 8,7202
4010,Openserve Property,-25.76,29.43,"Phathudi Street, Steve Tshwete Ward 21, Steve Tshwete Local Municipality, 1050, South Africa",Steve Tshwete Local Municipality,Steve Tshwete Ward 21,1050
3265,Openserve Property,-25.47,30.97,"Prime Corner, Mbombela Ward 14, Mbombela, 1201, South Africa",Mbombela,Mbombela Ward 14,1201
51,Openserve Property,-32.88,27.57,"32 Street, Berlin, South Africa",Berlin,N/A,
157,Openserve Property,-32.94,27.98,"Main Road, Gonubie West, East London, 5257, South Africa",East London,Gonubie West,5257
2170,Openserve Property,-33.48,19.66,"24 Voortrekker Road, De Doorns, South Africa",De Doorns,N/A,
3145,Openserve Property,-23.5,29.72,"Botlokwa (Mphakane), South Africa",Botlokwa (Mphakane),N/A,
5102,Openserve Property,-27.94,22.74,"Null Street, Olifantshoek, South Africa",Olifantshoek,N/A,
702,Openserve Property,-33.38,18.38,"10 Hildebrandt Street, Darling, South Africa",Darling,N/A,
666,Openserve Property,-33.87,18.54,"27 De Boerin Street, Milnerton, South Africa",Milnerton,N/A,
1239,Openserve Property,-32.95,24.67,"Boom Street, Ikwezi Ward 1, Ikwezi Local Municipality, South Africa",Ikwezi Local Municipality,Ikwezi Ward 1,N/A
2402,Openserve Property,-32.3,27.15,"Null, Carthcart, South Africa",Carthcart,N/A,
1547,Openserve Property,-26.53,27.85,"1046 Easton Road, Evaton, South Africa",Evaton,N/A,
1611,Openserve Property,-23.31,30.7,"322 Unknown Street, Giyani, South Africa",Giyani,N/A,
119,Openserve Property,-33.86,25.53,"Slovo Street, Nelson Mandela Bay Ward 33, iBhayi, 6201, South Africa",iBhayi,Nelson Mandela Bay Ward 33,6201
437,Openserve Property,-28.85,30.08,"Valley, Umtshezi Ward 7, Umtshezi Local Municipality, South Africa",Umtshezi Local Municipality,Umtshezi Ward 7,N/A
1574,Openserve Property,-25.67,28.53,"Range Road, Tshwane Ward 100, Cullinan, South Africa",Cullinan,Tshwane Ward 100,N/A
61,Openserve Property,-33.53,21.69,"Barry Street, Kannaland Ward 2, George, 6660, South Africa",George,Kannaland Ward 2,6660
492,Openserve Property,-27.56,27.67,"Street, Edenville, South Africa",Edenville,N/A,
2882,Openserve Property,-32.68,26.08,"R63, Nxuba Ward 4, Nxuba Local Municipality, South Africa",Nxuba Local Municipality,Nxuba Ward 4,N/A
18787,Openserve Property,-24.61,31.04,"Kgapamadi, South Africa",Kgapamadi,N/A,
1258,Openserve Property,-31.4,26.36,"Hall Street, Molteno, South Africa",Molteno,N/A,
2904,Openserve Property,-23.95,30.61,"Mopani Street, Gravelotte, Ba-Phalaborwa Local Municipality, South Africa",Ba-Phalaborwa Local Municipality,Gravelotte,N/A
2198,Openserve Property,-33.88,18.81,"unnamed road, Stellenbosch Ward 19, Stellenbosch Local Municipality, 7607, South Africa",Stellenbosch Local Municipality,Stellenbosch Ward 19,7607
153,Openserve Property,-33.59,26.88,"30 Null, Port Alfred, South Africa",Port Alfred,N/A,
522,Openserve Property,-31.12,26.81,"Jamestown, South Africa",Jamestown,N/A,
1590,Openserve Property,-25.42,30.11,"Dullstroom, South Africa",Dullstroom,N/A,
1477,Openserve Property,-25.19,29.93,"Roossenekal, South Africa",Roossenekal,N/A,
948,Openserve Property,-26.06,27.76,"Ysterklip Street, Mogale City Ward 25, Krugersdorp, South Africa",Krugersdorp,Mogale City Ward 25,N/A
2204,Openserve Property,-33.51,18.48,"Frans Street, Mamre, South Africa",Mamre,N/A,
5,Openserve Property,-27.91,25.17,"Street, Christiana, South Africa",Christiana,N/A,
2973,Openserve Property,-29.8,30.74,"Street, Ethekwini Nu, South Africa",Ethekwini Nu,N/A,
1033,Openserve Property,-26.19,28.55,"Sundra, South Africa",Sundra,N/A,
14102,Openserve Property,-23.13,30.42,"Street, Vuwani, South Africa",Vuwani,N/A,
4981,Openserve Property,-23.1,30.88,"Thulamela Ward 40, Thulamela Local Municipality, Vhembe District Municipality, South Africa",Thulamela Local Municipality,Thulamela Ward 40,N/A
4389,Openserve Property,-26.25,28.44,"10 Third Street, Springs, South Africa",Springs,N/A,
11187,Openserve Property,-31.57,28.8,"17 Null, Mthatha, South Africa",Mthatha,N/A,
1268,Openserve Property,-33.44,25.97,"Null, Paterson, South Africa",Paterson,N/A,
284,Openserve Property,-29.6,29.86,"D1223, Impendle, Impendle Local Municipality, South Africa",Impendle Local Municipality,Impendle,N/A
575,Openserve Property,-28.52,28.81,"unnamed road, Theosane, Maluti-a-Phofung Local Municipality, 9869, South Africa",Maluti-a-Phofung Local Municipality,Theosane,9869
29707,Openserve Property,-26.12,23.77,"Morokweng B, South Africa",Morokweng B,N/A,
1601,Openserve Property,-23.17,30.05,"Njhakanjhaka, South Africa",Njhakanjhaka,N/A,
514,Openserve Property,-30.6,25.49,"1 Lourier Street, Gariepdam, South Africa",Gariepdam,N/A,
21150,Openserve Property,-32.33,28.13,"unnamed road, Mnquma Ward 7, Mnquma Local Municipality, 4960, South Africa",Mnquma Local Municipality,Mnquma Ward 7,4960
18229,Openserve Property,-28.58,28.84,"Ha-sethunya, South Africa",Ha-sethunya,N/A,
4984,Openserve Property,-27.16,29.63,"Main Street, Pixley ka Seme Ward 6, Pixley Ka Seme Local Municipality, South Africa",Pixley Ka Seme Local Municipality,Pixley ka Seme Ward 6,N/A
1846,Openserve Property,-28.73,31.53,"Umlalazi Nu, South Africa",Umlalazi Nu,N/A,
1736,Openserve Property,-25.8,27.76,"R560, Madibeng Ward 29, Madibeng Local Municipality, 0232, South Africa",Madibeng Local Municipality,Madibeng Ward 29,0232
23518,Openserve Property,-32.24,28.85,"Null, Ntshangase, South Africa",Ntshangase,N/A,
1031,Openserve Property,-26.32,28.18,"928 Sibanze Street, Katlehong, South Africa",Katlehong,N/A,
10884,Openserve Property,-25.95,28.16,"Milner Road, Johannesburg Ward 92, Gauteng, 1683, South Africa",N/A,Johannesburg Ward 92,1683
17403,Openserve Property,-25.85,28.38,"unnamed road, Tshwane Ward 91, Gauteng, 0056, South Africa",N/A,Tshwane Ward 91,0056
13891,Openserve Property,-31.01,29.01,"unnamed road, Umzimvubu Ward 20, Umzimvubu Local Municipality, South Africa",Umzimvubu Local Municipality,Umzimvubu Ward 20,N/A
2884,Openserve Property,-23.37,29.33,"Keerom Street, Molemole Ward 10, Molemole Local Municipality, 0715, South Africa",Molemole Local Municipality,Molemole Ward 10,0715
1197,Openserve Property,-32.48,24.57,"Blue Crane Route Ward 4, Blue Crane Route Local Municipality, 5860, South Africa",Blue Crane Route Local Municipality,Blue Crane Route Ward 4,5860
4734,Openserve Property,-25.34,28.85,"274 Unknown Street, Tweefontein, South Africa",Tweefontein,N/A,
633,Openserve Property,-27.86,28.96,"West Street, Phumelela Ward 7, Phumelela Local Municipality, 9890, South Africa",Phumelela Local Municipality,Phumelela Ward 7,9890
44,Openserve Property,-33.81,25.63,"Chrysler Street, Nelson Mandela Bay Ward 60, Eastern Cape, 6211, South Africa",N/A,Nelson Mandela Bay Ward 60,6211
662,Openserve Property,-31.04,18.27,"N7, Matzikama Ward 8, Matzikama Local Municipality, South Africa",Matzikama Local Municipality,Matzikama Ward 8,N/A
2199,Openserve Property,-34.14,18.34,"Shrike Street, Cape Town Ward 61, Western Cape, 7976, South Africa",N/A,Cape Town Ward 61,7976
605,Openserve Property,-28.71,26.07,"Street, Masilonyana Nu, South Africa",Masilonyana Nu,N/A,
3008,Openserve Property,-23.87,28.76,"Bakenberg, South Africa",Bakenberg,N/A,
1833,Openserve Property,-29.64,31.13,"1 Jasmine Place, La Mercy, South Africa",La Mercy,N/A,
1391,Openserve Property,-25.01,31.01,"Thaba Chweu Ward 10, Thaba Chweu Local Municipality, 1270, South Africa",Thaba Chweu Local Municipality,Thaba Chweu Ward 10,1270
2864,Openserve Property,-26.49,29.23,"30 Voortrekker Street, Trichardt, South Africa",Trichardt,N/A,
1745,Openserve Property,-25.5,31,"Saturn Street, Mbombela Ward 17, Mbombela, 1201, South Africa",Mbombela,Mbombela Ward 17,1201
5105,Openserve Property,-26.98,20.78,"Askham, South Africa",Askham,N/A,
1490,Openserve Property,-25.81,26.53,"Ditsobotla Ward 13, Ditsobotla Local Municipality, Ngaka Modiri Molema District Municipality, South Africa",Ditsobotla Local Municipality,Ditsobotla Ward 13,N/A
93,Openserve Property,-33.83,24.88,"Null, Hankey, South Africa",Hankey,N/A,
15621,Openserve Property,-22.89,30.73,"unnamed road, Thulamela Ward 12, Thulamela Local Municipality, South Africa",Thulamela Local Municipality,Thulamela Ward 12,N/A
940,Openserve Property,-26.39,27.63,"Grootkloof Street, Glenharvie, Westonaria Local Municipality, 1779, South Africa",Westonaria Local Municipality,Glenharvie,1779
1734,Openserve Property,-24.96,28.54,"D1881, Bela-Bela Ward 4, Bela Bela Local Municipality, 0430, South Africa",Bela Bela Local Municipality,Bela-Bela Ward 4,0430
1812,Openserve Property,-26.97,29.21,"Tsubella Street, Lekwa Ward 2, Lekwa Local Municipality, 2430, South Africa",Lekwa Local Municipality,Lekwa Ward 2,2430
168,Openserve Property,-34.16,24.82,"Lyme Road North, Marina Glade, Kouga Local Municipality, 6312, South Africa",Kouga Local Municipality,Marina Glade,6312
18228,Openserve Property,-27.96,26.78,"Ntsonga Street, Matjhabeng Ward 28, Welkom, 9459, South Africa",Welkom,Matjhabeng Ward 28,9459
22301,Openserve Property,-24.3,28.12,"Vaalwater, South Africa",Vaalwater,N/A,
520,Openserve Property,-29.76,25.43,"unnamed road, Kopanong Ward 6, Kopanong Local Municipality, 9974, South Africa",Kopanong Local Municipality,Kopanong Ward 6,9974
511,Openserve Property,-28.27,29.13,"42 Murray Street, Harrismith, South Africa",Harrismith,N/A,
1641,Openserve Property,-25,31.01,"Thaba Chweu Ward 10, Thaba Chweu Local Municipality, 1270, South Africa",Thaba Chweu Local Municipality,Thaba Chweu Ward 10,1270
1171,Openserve Property,-26.55,24.87,"Saturn Way, Naledi Ward 1, Naledi Local Municipality, 8650, South Africa",Naledi Local Municipality,Naledi Ward 1,8650
612,Openserve Property,-28.4,26.71,"59 Pres Steyn Street, Theunissen, South Africa",Theunissen,N/A,
1537,Openserve Property,-25.79,29.45,"unnamed road, Steve Tshwete Ward 12, Steve Tshwete Local Municipality, 1050, South Africa",Steve Tshwete Local Municipality,Steve Tshwete Ward 12,1050
66,Openserve Property,-34.02,24.35,"R102, Kou-Kamma Ward 5, Kou-Kamma Local Municipality, South Africa",Kou-Kamma Local Municipality,Kou-Kamma Ward 5,N/A
5781,Openserve Property,-25.27,27.28,"Mogwase, South Africa",Mogwase,N/A,
19039,Openserve Property,-29.19,26.81,"unnamed road, Mangaung Ward 40, Selosesha-IA, 9783, South Africa",Selosesha-IA,Mangaung Ward 40,9783
48,Openserve Property,-33.5,26.82,"Yellowwood Lane, Ndlambe Ward 5, Ndlambe Local Municipality, 6166, South Africa",Ndlambe Local Municipality,Ndlambe Ward 5,6166
242,Openserve Property,-27,30,"unnamed road, Pixley ka Seme Ward 7, Pixley Ka Seme Local Municipality, South Africa",Pixley Ka Seme Local Municipality,Pixley ka Seme Ward 7,N/A
116,Openserve Property,-34.09,22.14,"Street, Klein Brakrivier, South Africa",Klein Brakrivier,N/A,
842,Openserve Property,-29.26,17.74,"N7, Nama Khoi Ward 3, Nama Khoi Local Municipality, South Africa",Nama Khoi Local Municipality,Nama Khoi Ward 3,N/A
1649,Openserve Property,-23.69,30.61,"Ba-phalaborwa Nu, South Africa",Ba-phalaborwa Nu,N/A,
1098,Openserve Property,-28.9,21.98,"Groblershoop Gholf Corse, Kerk Street, !Kheis Ward 3, !Kheis Local Municipality, 8850, South Africa",!Kheis Local Municipality,!Kheis Ward 3,8850
260,Openserve Property,-30.32,29.45,"unnamed road, Greater Kokstad Ward 2, Greater Kokstad Local Municipality, South Africa",Greater Kokstad Local Municipality,Greater Kokstad Ward 2,N/A
6110,Openserve Property,-28.74,19.3,"Viljoens Street, Onseepkans, South Africa",Onseepkans,N/A,
42,Openserve Property,-33.55,25.69,"Addo, South Africa",Addo,N/A,
169,Openserve Property,-33.97,23.88,"64 Null, Stormsrivier, South Africa",Stormsrivier,N/A,
